temperature,pressure,process_duration,material_quality,machine_load,deviation
0.48775857171297565,1.3325761938520062,-0.6928163967157909,1.1478429648030684,1.4179117401623382,0
-0.1610219035170587,0.8564047482572399,-0.15295893366284813,1.7240071443597855,-1.0661564598018927,0
0.6420145667955468,-0.011240087491034922,-0.8120901780240907,-0.8064230328935144,1.113388881115057,0
1.5363824823355092,-0.7199649299727856,-0.3192347279091542,1.6756159681350475,0.15809837489851508,0
-0.25899524150792536,0.6293029733488084,-1.9323717994377703,-0.20671250802541166,-1.453882904809454,0
-0.25897846687368614,0.3236344450543473,0.21105536313586626,-0.4993443822019753,1.576834917785816,0
1.593786645680309,0.8268743809157927,-0.004708968570894963,-1.5381202596140913,-0.8698886792951899,0
0.764363585452997,0.5660589164858025,-0.8371864678628899,-1.529675904014702,1.245984703036929,0
-0.4994312381624269,0.9817052548868102,0.6647369556461687,0.7048530102453217,-1.1397797057606698,0
0.5346009779056651,-0.6079222527309956,0.9478855892312793,-0.11339784033585161,1.2262915388464566,0
-0.4932428955242647,1.2503645315740386,-1.641358843527499,-0.9222984157095928,-1.6770713748315147,0
-0.49560521170573957,0.12715047384463968,-0.7818803332749915,0.4320554347466477,0.04465115335482623,0
0.22746935147074013,2.0105456908759702,-0.7884091394825316,-0.8302373726549835,0.9344740778451737,0
-1.9746199551846515,-0.7623449953939667,-0.9621296662715003,0.30503149506388,1.5055119676947433,0
-1.7821632592734407,1.6702124855810374,0.8379166908387589,-0.4584813418564631,1.417126538235083,0
-0.5942617868606591,0.12746260288385233,-0.2031210421055044,1.1646636359523777,1.107776042694909,0
-1.0545984852417378,-0.7244598405231334,-0.27503498338215937,1.1546800588461164,1.3445668646496463,0
0.3013256153135279,-0.5564160659418997,-2.0445304069080192,-0.04550897090678185,-1.0347614355639396,0
-0.9475133331495732,-0.392378130737447,0.6404963158490727,-0.48780790465074436,-0.7413405136217248,0
-1.4627540836498947,0.35440869746756315,-1.2666736491475683,-0.44676751463814274,-0.7248184234543551,0
1.47775414784088,0.45337955336850577,0.055036097012391615,1.1023107097836147,-0.42061999189600985,0
